dG_fold,K_fold,frac_U,frac_N,frac_UC,frac_NC,frac_folded,frac_unfolded_pool,free_C,C_uM
-0.20000000000000018,1.3836032369007378,0.41883465759854166,0.5795009879795544,0.0006982514523129459,0.0009661029695908331,0.5804670909491453,0.4195329090508546,0.008335645578096223,0.01
-0.20000000000000018,1.3836032369007378,0.4186872063687909,0.5792969739807863,0.0008457026820636964,0.0011701169683589658,0.5804670909491453,0.4195329090508546,0.010099456935863223,0.012115276586285882
-0.20000000000000018,1.3836032369007378,0.418508681074536,0.5790499658057865,0.0010242279763186782,0.0014171251433588155,0.5804670909491453,0.41953290905085466,0.012236639556543204,0.014677992676220698
-0.20000000000000018,1.3836032369007378,0.41829256278531296,0.5787509438412641,0.0012403462655416965,0.0017161471078812334,0.5804670909491454,0.41953290905085466,0.0148263007269663,0.01778279410038923
-0.20000000000000018,1.3836032369007378,0.41803097882722806,0.5783890154301365,0.0015019302236265433,0.0020780755190087344,0.5804670909491453,0.4195329090508546,0.017964341157683555,0.021544346900318832
-0.20000000000000018,1.3836032369007378,0.41771442812426557,0.5779510348528745,0.0018184809265890376,0.0025160560962708455,0.5804670909491453,0.4195329090508546,0.02176703513396548,0.026101572156825358
-0.20000000000000018,1.3836032369007378,0.4173314538441082,0.577421150399199,0.0022014552067464296,0.003045940549946343,0.5804670909491453,0.4195329090508546,0.026375380844991025,0.03162277660168379
-0.20000000000000018,1.3836032369007378,0.41686825467604127,0.5767802665309318,0.0026646543748133087,0.0036868244182134053,0.5804670909491453,0.4195329090508546,0.031960389702546166,0.03831186849557287
-0.20000000000000018,1.3836032369007378,0.41630822535050993,0.5760054081433673,0.0032246837003446606,0.004461682805777921,0.5804670909491453,0.4195329090508546,0.038729521830005206,0.046415888336127774
-0.20000000000000018,1.3836032369007378,0.41563141663090997,0.5750689734081662,0.003901492419944632,0.005398117540979085,0.5804670909491453,0.4195329090508546,0.0469345225581112,0.05623413251903491
-0.20000000000000018,1.3836032369007378,0.4148139052456864,0.5739378620093677,0.004719003805168249,0.006529228939777689,0.5804670909491454,0.41953290905085466,0.05688097416085018,0.06812920690579612
-0.20000000000000018,1.3836032369007378,0.4138270654972293,0.5725724673391002,0.005705843553625277,0.007894623610045143,0.5804670909491453,0.4195329090508546,0.06893995136313141,0.08254041852680181
-0.20000000000000018,1.3836032369007378,0.41263673718717214,0.5709255252363304,0.006896171863682477,0.009541565712814868,0.5804670909491453,0.4195329090508546,0.08356226242350268,0.1
-0.20000000000000018,1.3836032369007378,0.41120228989343055,0.568940819317546,0.008330619157424017,0.011526271631599168,0.5804670909491452,0.41953290905085455,0.10129587507383564,0.12115276586285882
-0.20000000000000018,1.3836032369007378,0.4094755927089696,0.5665517555039785,0.01005731634188501,0.013915335445166788,0.5804670909491453,0.4195329090508546,0.12280727497515512,0.1467799267622069
-0.20000000000000018,1.3836032369007378,0.40739991289352756,0.5636798381925634,0.012132996157327082,0.016787252756581966,0.5804670909491454,0.41953290905085466,0.14890769208998328,0.1778279410038923
-0.20000000000000018,1.3836032369007378,0.4049087885339121,0.5602331104650772,0.014624120516942497,0.020233980484068128,0.5804670909491453,0.4195329090508546,0.18058536800217773,0.21544346900318834
-0.20000000000000018,1.3836032369007378,0.4019249517140825,0.5561046641827773,0.01760795733677213,0.024362426766368014,0.5804670909491453,0.4195329090508546,0.2190453374651135,0.2610157215682536
-0.20000000000000018,1.3836032369007378,0.39835942255110773,0.5511713864916215,0.021173486499746885,0.029295704457523865,0.5804670909491453,0.4195329090508546,0.26575857505956724,0.31622776601683794
-0.20000000000000018,1.3836032369007378,0.39411095316902706,0.545293190502701,0.02542195588182756,0.03517390044644436,0.5804670909491454,0.4195329090508546,0.32252282862745685,0.3831186849557287
-0.20000000000000018,1.3836032369007378,0.38906607534319443,0.5383130812131102,0.030466833707660162,0.042154009736035114,0.5804670909491453,0.4195329090508546,0.3915380399175825,0.46415888336127775
